Question,Grade,Grader,Answer_Type,Course,Discipline,Knowledge Dimension,Cognitive Process Dimension,Math,Code,Author_Book,Trick
2,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
2,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,5,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,5,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,5,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,5,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,5,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
3,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",conceptual,analyze,N,N,Y,N
4,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
4,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
4,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,5,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,5,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
5,5,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
5,5,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
6,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
6,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,0,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
7,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,remember,N,N,Y,N
8,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",procedural,understand,N,N,Y,N
9,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,0,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
9,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",metacognitive,evaluate,N,N,Y,N
10,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,5,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader1,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,0,Grader2,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,5,Grader3,Human,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader1,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader2,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
10,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,remember,N,N,Y,N
10,10,Grader3,GPT,Intro to Public Policy,"Social Research
and Public Policy",factual,understand,N,N,Y,N
1,10,Grader1,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,9,Grader2,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader3,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,5,Grader1,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,4,Grader2,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader3,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,3,Grader1,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,0,Grader2,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,0,Grader3,Human,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader1,GPT,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader2,GPT,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader3,GPT,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader1,GPT,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader2,GPT,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader3,GPT,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
1,10,Grader1,GPT,"Natural Language
Processing",Computer Science,conceptual,understand,N,N,N,N
